100,0.50581396,0.990701,1.1445
200,0.5116279,0.99095595,1.0404545454545455
300,0.5116279,0.99086565,1.0404545454545455
400,0.50581396,0.9900738,1.0404545454545455
500,0.50581396,0.98995084,1.0404545454545455
600,0.50581396,0.9893421,0.9952173913043478
700,0.50581396,0.98811436,0.95375
800,0.50581396,0.9899661,1.0404545454545455
900,0.50581396,0.988236,0.95375
1000,0.50581396,0.9900763,1.0404545454545455
1100,0.50581396,0.9896456,0.9952173913043478
1200,0.50581396,0.9895,0.9952173913043478
1300,0.50581396,0.9889038,0.9952173913043478
1400,0.50581396,0.9882959,0.9156
1500,0.50581396,0.98833627,0.9156
1600,0.50581396,0.98874044,0.95375
1700,0.50581396,0.98778266,0.9156
1800,0.5116279,0.9907804,1.0404545454545455
1900,0.50581396,0.9890307,1.0404545454545455
2000,0.50581396,0.9898188,1.0404545454545455
2100,0.50581396,0.9896391,0.9952173913043478
2200,0.50581396,0.99027765,1.0404545454545455
2300,0.50581396,0.99067485,1.0404545454545455
2400,0.50581396,0.9905092,1.0404545454545455
2500,0.50581396,0.9893784,0.9952173913043478
2600,0.5116279,0.99095356,1.0404545454545455
2700,0.5116279,0.9909443,1.0404545454545455
2800,0.50581396,0.98772335,0.9156
2900,0.50581396,0.98953706,0.9952173913043478
3000,0.50581396,0.990539,1.2454166666666666
3100,0.50581396,0.98940164,0.9952173913043478
3200,0.50581396,0.98807126,0.9156
3300,0.50581396,0.98791444,0.8803846153846154
3400,0.50581396,0.9891194,1.0404545454545455
3500,0.50581396,0.9895964,1.0404545454545455
3600,0.5116279,0.99065745,1.0404545454545455
3700,0.50581396,0.9878478,0.9156
3800,0.50581396,0.99002707,1.0404545454545455
3900,0.50581396,0.9884927,0.95375
4000,0.50581396,0.98901635,0.9952173913043478
4100,0.50581396,0.9886101,0.9952173913043478
4200,0.5116279,0.9895456,0.9952173913043478
4300,0.50581396,0.98919934,0.9156
4400,0.50581396,0.9904534,1.0404545454545455
4500,0.50581396,0.9897819,1.0404545454545455
4600,0.50581396,0.98977065,0.9952173913043478
4700,0.50581396,0.989517,1.0404545454545455
4800,0.50581396,0.9891646,1.0404545454545455
4900,0.50581396,0.9899096,1.0404545454545455
5000,0.50581396,0.98847157,0.9952173913043478
5100,0.50581396,0.99063003,1.0404545454545455
5200,0.50581396,0.98791,0.9156
5300,0.50581396,0.9881648,0.95375
5400,0.50581396,0.9886867,0.9952173913043478
5500,0.50581396,0.98894304,0.9952173913043478
5600,0.50581396,0.98893505,1.0404545454545455
5700,0.50581396,0.98959446,0.9952173913043478
5800,0.50581396,0.9907531,1.0404545454545455
5900,0.50581396,0.9891063,0.9952173913043478
6000,0.50581396,0.9906576,1.09
6100,0.50581396,0.991644,1.09
6200,0.50581396,0.9903939,1.0404545454545455
6300,0.50581396,0.9892135,0.9952173913043478
6400,0.50581396,0.9885245,0.9952173913043478
6500,0.50581396,0.9898325,1.0404545454545455
6600,0.50581396,0.98981726,1.0404545454545455
6700,0.50581396,0.98900926,1.0404545454545455
6800,0.50581396,0.9898527,1.0404545454545455
6900,0.50581396,0.9888039,0.9952173913043478
7000,0.50581396,0.98902017,0.9952173913043478
7100,0.50581396,0.9889686,0.9952173913043478
7200,0.50581396,0.98904705,1.0404545454545455
7300,0.50581396,0.9896469,0.9952173913043478
7400,0.50581396,0.9896039,0.9952173913043478
7500,0.50581396,0.98851013,0.95375
7600,0.50581396,0.99066085,1.0404545454545455
7700,0.50581396,0.988797,0.95375
7800,0.50581396,0.9899059,0.9952173913043478
